-0.06324806 C, L  ->  C, r  at  -0.06324806 		PREZERO after 1 iterates
-0.17668056  C, r, r, r, F, F, r, r, F, F  ->  C, r, r, r, F, F, r, r, F, L  at  -0.17668056 		Period 9 orbit
-0.17668684  C, r, r, r, F, F, r, r, F, L  ->  C, r, r, r, F, F, r, r, F, r  at  -0.17668684 		PREZERO after 9 iterates
-0.17671196 C, r, r, r, F, F, r, r, F  ->  C, r, r, r, F, F, r, r, L  at  -0.17671196 		Period 8 orbit
-0.17673708  C, r, r, r, F, F, r, r, L, r  ->  C, r, r, r, F, F, r, r, L, L  at  -0.17673708 		PREZERO after 9 iterates
-0.1767465 	 C, r, r, r, F, F, r, r, L, L  ->  C, r, r, r, F, F, r, r, L, F  at  -0.1767465 		Period 9 orbit
-0.17676534  C, r, r, r, F, F, r, r, L, F  ->  C, r, r, r, F, F, r, r, L, R  at  -0.17676534 		PREFIXED after 9 iterates
-0.17679046 C, r, r, r, F, F, r, r, L  ->  C, r, r, r, F, F, r, r, r  at  -0.17679046 		PREZERO after 8 iterates
-0.17685012  C, r, r, r, F, F, r, r, r, R  ->  C, r, r, r, F, F, r, r, r, F  at  -0.17685012 		PREFIXED after 9 iterates
-0.17691606 C, r, r, r, F, F  ->  C, r, r, r, F, L  at  -0.17691606 		Period 5 orbit
-0.176982 	 C, r, r, r, F, L, r, r, r, F  ->  C, r, r, r, F, L, r, r, r, R  at  -0.176982 		PREFIXED after 9 iterates
-0.17703224 C, r, r, r, F, L, r, r, r  ->  C, r, r, r, F, L, r, r, L  at  -0.17703224 		PREZERO after 8 iterates
-0.17705422  C, r, r, r, F, L, r, r, L, R  ->  C, r, r, r, F, L, r, r, L, F  at  -0.17705422 		PREFIXED after 9 iterates
-0.17706678  C, r, r, r, F, L, r, r, L, F  ->  C, r, r, r, F, L, r, r, L, L  at  -0.17706678 		Period 9 orbit
-0.17707306  C, r, r, r, F, L, r, r, L, L  ->  C, r, r, r, F, L, r, r, L, r  at  -0.17707306 		PREZERO after 9 iterates
-0.1770919  C, r, r, r, F, L, r, r, L  ->  C, r, r, r, F, L, r, r, F  at  -0.1770919 		Period 8 orbit
-0.17711074  C, r, r, r, F, L, r, r, F, r  ->  C, r, r, r, F, L, r, r, F, L  at  -0.17711074 		PREZERO after 9 iterates
-0.17711388  C, r, r, r, F, L, r, r, F, L  ->  C, r, r, r, F, L, r, r, F, F  at  -0.17711388 		Period 9 orbit
-0.1771233 	 C, r, r, r, F, L, r, r, F, F  ->  C, r, r, r, F, L, r, r, R, R  at  -0.1771233 		PREFIXED after 9 iterates
-0.1771233  C, r, r, r, F, L, r, r, F  ->  C, r, r, r, F, L, r, r, R  at  -0.1771233 		PREFIXED after 8 iterates
-0.17714214 C, r, r, r, F, L, r, r  ->  C, r, r, r, F, L, r, L  at  -0.17714214 		PREZERO after 7 iterates
-0.1771547 	 C, r, r, r, F, L, r, L, R, R  ->  C, r, r, r, F, L, r, L, F, F  at  -0.1771547 		PREFIXED after 9 iterates
-0.1771547  C, r, r, r, F, L, r, L, R  ->  C, r, r, r, F, L, r, L, F  at  -0.1771547 		PREFIXED after 8 iterates
-0.17715784  C, r, r, r, F, L, r, L, F, F  ->  C, r, r, r, F, L, r, L, F, L  at  -0.17715784 		Period 9 orbit
-0.17716098  C, r, r, r, F, L, r, L, F, L  ->  C, r, r, r, F, L, r, L, F, r  at  -0.17716098 		PREZERO after 9 iterates
-0.17716412 C, r, r, r, F, L, r, L, F  ->  C, r, r, r, F, L, r, L, L  at  -0.17716412 		Period 8 orbit
-0.17716726  C, r, r, r, F, L, r, L, L, r  ->  C, r, r, r, F, L, r, L, L, F  at  -0.17716726 
-0.1771704 	 C, r, r, r, F, L, r, L, L, F  ->  C, r, r, r, F, L, r, L, r, R  at  -0.1771704 		PREFIXED after 9 iterates
-0.1771704  C, r, r, r, F, L, r, L, L  ->  C, r, r, r, F, L, r, L, r  at  -0.1771704 		PREZERO after 8 iterates
-0.17717354  C, r, r, r, F, L, r, L, r, R  ->  C, r, r, r, F, L, r, L, r, L  at  -0.17717354 
-0.17717668  C, r, r, r, F, L, r, L, r, L  ->  C, r, r, r, F, L, r, L, r, r  at  -0.17717668 		PREZERO after 9 iterates
-0.17718924 C, r, r, r, F, L, r, L  ->  C, r, r, r, F, L, r, F  at  -0.17718924 		Period 7 orbit
-0.1772018 	 C, r, r, r, F, L, r, F, r, r  ->  C, r, r, r, F, L, r, F, r, L  at  -0.1772018 		PREZERO after 9 iterates
-0.17720494  C, r, r, r, F, L, r, F, r, L  ->  C, r, r, r, F, L, r, F, r, R  at  -0.17720494 
-0.17720808  C, r, r, r, F, L, r, F, r, R  ->  C, r, r, r, F, L, r, F, L, F  at  -0.17720808 		PREFIXED after 9 iterates
-0.17720808 C, r, r, r, F, L, r, F, r  ->  C, r, r, r, F, L, r, F, L  at  -0.17720808 		PREZERO after 8 iterates
-0.17721122  C, r, r, r, F, L, r, F, L, F  ->  C, r, r, r, F, L, r, F, L, r  at  -0.17721122 
-0.17721436 C, r, r, r, F, L, r, F, L  ->  C, r, r, r, F, L, r, F, F  at  -0.17721436 		Period 8 orbit
-0.17722064  C, r, r, r, F, L, r, F, F, r  ->  C, r, r, r, F, L, r, F, F, F  at  -0.17722064 
-0.17722692  C, r, r, r, F, L, r, F, F, F  ->  C, r, r, r, F, L, r, R, R, R  at  -0.17722692 		PREFIXED after 9 iterates
-0.17722692 C, r, r, r, F, L, r, F  ->  C, r, r, r, F, L, r, R  at  -0.17722692 		PREFIXED after 7 iterates
-0.17722692 C, r, r, r, F, L, r, F, F  ->  C, r, r, r, F, L, r, R, R  at  -0.17722692 		PREFIXED after 8 iterates
-0.17725518 C, r, r, r, F, L, r  ->  C, r, r, r, F, L, L  at  -0.17725518 		PREZERO after 6 iterates
-0.1772803  C, r, r, r, F, L, L, R  ->  C, r, r, r, F, L, L, F  at  -0.1772803 		PREFIXED after 7 iterates
-0.1772803  C, r, r, r, F, L, L, R, R  ->  C, r, r, r, F, L, L, F, F  at  -0.1772803 		PREFIXED after 8 iterates
-0.1772803  C, r, r, r, F, L, L, R, R, R  ->  C, r, r, r, F, L, L, F, F, L  at  -0.1772803 
-0.17728344  C, r, r, r, F, L, L, F, F, L  ->  C, r, r, r, F, L, L, F, F, r  at  -0.17728344 		PREZERO after 9 iterates
-0.17728658  C, r, r, r, F, L, L, F, F, r  ->  C, r, r, r, F, L, L, F, L, R  at  -0.17728658 
-0.17728658 C, r, r, r, F, L, L, F, F  ->  C, r, r, r, F, L, L, F, L  at  -0.17728658 		Period 8 orbit
-0.17728972  C, r, r, r, F, L, L, F, L, R  ->  C, r, r, r, F, L, L, F, r, L  at  -0.17728972 
-0.17728972 C, r, r, r, F, L, L, F, L  ->  C, r, r, r, F, L, L, F, r  at  -0.17728972 		PREZERO after 8 iterates
-0.17729286  C, r, r, r, F, L, L, F, r, L  ->  C, r, r, r, F, L, L, F, r, r  at  -0.17729286 		PREZERO after 9 iterates
-0.177296  C, r, r, r, F, L, L, F  ->  C, r, r, r, F, L, L, L  at  -0.177296 		Period 7 orbit
-0.17730228  C, r, r, r, F, L, L, L, r, r  ->  C, r, r, r, F, L, L, L, L, F  at  -0.17730228 
-0.17730228 C, r, r, r, F, L, L, L, r  ->  C, r, r, r, F, L, L, L, L  at  -0.17730228 		PREZERO after 8 iterates
-0.17730542 C, r, r, r, F, L, L, L, L  ->  C, r, r, r, F, L, L, L, F  at  -0.17730542 		Period 8 orbit
-0.17730856  C, r, r, r, F, L, L, L, F, F  ->  C, r, r, r, F, L, L, L, R, R  at  -0.17730856 		PREFIXED after 9 iterates
-0.17730856 C, r, r, r, F, L, L, L, F  ->  C, r, r, r, F, L, L, L, R  at  -0.17730856 		PREFIXED after 8 iterates
-0.1773117  C, r, r, r, F, L, L, L  ->  C, r, r, r, F, L, L, r  at  -0.1773117 		PREZERO after 7 iterates
-0.17731484  C, r, r, r, F, L, L, r, R, R  ->  C, r, r, r, F, L, L, r, F, F  at  -0.17731484 		PREFIXED after 9 iterates
-0.17731484 C, r, r, r, F, L, L, r, R  ->  C, r, r, r, F, L, L, r, F  at  -0.17731484 		PREFIXED after 8 iterates
-0.17731798  C, r, r, r, F, L, L, r, F, F  ->  C, r, r, r, F, L, L, r, F, r  at  -0.17731798 
-0.17732112  C, r, r, r, F, L, L, r, F, r  ->  C, r, r, r, F, L, L, r, L, L  at  -0.17732112 		PREZERO after 9 iterates
-0.17732112 C, r, r, r, F, L, L, r, F  ->  C, r, r, r, F, L, L, r, L  at  -0.17732112 		Period 8 orbit
-0.17732426  C, r, r, r, F, L, L, r, L, L  ->  C, r, r, r, F, L, L, r, L, R  at  -0.17732426 
-0.1773274 	 C, r, r, r, F, L, L, r, L, R  ->  C, r, r, r, F, L, L, r, r, F  at  -0.1773274 		PREFIXED after 9 iterates
-0.1773274  C, r, r, r, F, L, L, r, L  ->  C, r, r, r, F, L, L, r, r  at  -0.1773274 		PREZERO after 8 iterates
-0.17733368  C, r, r, r, F, L, L, r, r, F  ->  C, r, r, r, F, L, L, r, r, L  at  -0.17733368 		Period 9 orbit
-0.17733996  C, r, r, r, F, L, L, r, r, L  ->  C, r, r, r, F, L, L, r, r, r  at  -0.17733996 		PREZERO after 9 iterates
-0.17735566 C, r, r, r, F, L, L  ->  C, r, r, r, F, L, F  at  -0.17735566 		Period 6 orbit
-0.17737136  C, r, r, r, F, L, F, r, r, r  ->  C, r, r, r, F, L, F, r, r, L  at  -0.17737136 		PREZERO after 9 iterates
-0.17738078  C, r, r, r, F, L, F, r, r, L  ->  C, r, r, r, F, L, F, r, r, F  at  -0.17738078 		Period 9 orbit
-0.17738706  C, r, r, r, F, L, F, r, r, F  ->  C, r, r, r, F, L, F, r, r, R  at  -0.17738706 		PREFIXED after 9 iterates
-0.1773902  C, r, r, r, F, L, F, r, r  ->  C, r, r, r, F, L, F, r, L  at  -0.1773902 		PREZERO after 8 iterates
-0.17739334  C, r, r, r, F, L, F, r, L, R  ->  C, r, r, r, F, L, F, r, L, L  at  -0.17739334 
-0.17739648  C, r, r, r, F, L, F, r, L, L  ->  C, r, r, r, F, L, F, r, L, r  at  -0.17739648 		PREZERO after 9 iterates
-0.17739962 C, r, r, r, F, L, F, r, L  ->  C, r, r, r, F, L, F, r, F  at  -0.17739962 		Period 8 orbit
-0.17740276  C, r, r, r, F, L, F, r, F, r  ->  C, r, r, r, F, L, F, r, F, L  at  -0.17740276 		PREZERO after 9 iterates
-0.1774059  C, r, r, r, F, L, F, r, F  ->  C, r, r, r, F, L, F, r, R  at  -0.1774059 		PREFIXED after 8 iterates
-0.1774059  C, r, r, r, F, L, F, r, F, L  ->  C, r, r, r, F, L, F, r, R, R  at  -0.1774059 
-0.17741218 C, r, r, r, F, L, F, r  ->  C, r, r, r, F, L, F, L  at  -0.17741218 		PREZERO after 7 iterates
-0.17741846  C, r, r, r, F, L, F, L, R, R  ->  C, r, r, r, F, L, F, L, F, F  at  -0.17741846 		PREFIXED after 9 iterates
-0.17741846 C, r, r, r, F, L, F, L, R  ->  C, r, r, r, F, L, F, L, F  at  -0.17741846 		PREFIXED after 8 iterates
-0.1774216  C, r, r, r, F, L, F, L, F, F  ->  C, r, r, r, F, L, F, L, F, r  at  -0.1774216 
-0.17742474  C, r, r, r, F, L, F, L, F, r  ->  C, r, r, r, F, L, F, L, L, R  at  -0.17742474 
-0.17742474 C, r, r, r, F, L, F, L, F  ->  C, r, r, r, F, L, F, L, L  at  -0.17742474 		Period 8 orbit
-0.17742788  C, r, r, r, F, L, F, L, L, R  ->  C, r, r, r, F, L, F, L, r, L  at  -0.17742788 
-0.17742788 C, r, r, r, F, L, F, L, L  ->  C, r, r, r, F, L, F, L, r  at  -0.17742788 		PREZERO after 8 iterates
-0.17743102  C, r, r, r, F, L, F, L, r, L  ->  C, r, r, r, F, L, F, L, r, r  at  -0.17743102 		PREZERO after 9 iterates
-0.17744044 C, r, r, r, F, L, F, L  ->  C, r, r, r, F, L, F, F  at  -0.17744044 		Period 7 orbit
-0.17744986  C, r, r, r, F, L, F, F, r, r  ->  C, r, r, r, F, L, F, F, r, L  at  -0.17744986 		PREZERO after 9 iterates
-0.177453 	 C, r, r, r, F, L, F, F, r, L  ->  C, r, r, r, F, L, F, F, r, F  at  -0.177453 		Period 9 orbit
-0.17745614  C, r, r, r, F, L, F, F, r, F  ->  C, r, r, r, F, L, F, F, L, R  at  -0.17745614 		PREFIXED after 9 iterates
-0.17745614 C, r, r, r, F, L, F, F, r  ->  C, r, r, r, F, L, F, F, L  at  -0.17745614 		PREZERO after 8 iterates
-0.17745928  C, r, r, r, F, L, F, F, L, R  ->  C, r, r, r, F, L, F, F, L, L  at  -0.17745928 
-0.17746242  C, r, r, r, F, L, F, F, L, L  ->  C, r, r, r, F, L, F, F, L, r  at  -0.17746242 		PREZERO after 9 iterates
-0.17746556 C, r, r, r, F, L, F, F, L  ->  C, r, r, r, F, L, F, F, F  at  -0.17746556 		Period 8 orbit
-0.17747184  C, r, r, r, F, L, F, F, F, r  ->  C, r, r, r, F, L, F, F, F, L  at  -0.17747184 		PREZERO after 9 iterates
-0.17747812  C, r, r, r, F, L, F, F, F, L  ->  C, r, r, r, F, L, F, F, F, F  at  -0.17747812 		Period 9 orbit
-0.1774844 	 C, r, r, r, F, L, F, F, F, F  ->  C, r, r, r, F, L, R, R, R, R  at  -0.1774844 		PREFIXED after 9 iterates
-0.1774844  C, r, r, r, F, L, F, F  ->  C, r, r, r, F, L, R, R  at  -0.1774844 		PREFIXED after 7 iterates
-0.1774844  C, r, r, r, F, L, F, F, F  ->  C, r, r, r, F, L, R, R, R  at  -0.1774844 		PREFIXED after 8 iterates
-0.1774844 C, r, r, r, F, L, F  ->  C, r, r, r, F, L, R  at  -0.1774844 		PREFIXED after 6 iterates
-0.17764454 C, r, r, r, F, L  ->  C, r, r, r, F, r  at  -0.17764454 		PREZERO after 5 iterates
-0.17783608  C, r, r, r, F, r, R, R, R, R  ->  C, r, r, r, F, r, F, F, F, F  at  -0.17783608 		PREFIXED after 9 iterates
-0.17783608 C, r, r, r, F, r, R  ->  C, r, r, r, F, r, F  at  -0.17783608 		PREFIXED after 6 iterates
-0.17783608 C, r, r, r, F, r, R, R  ->  C, r, r, r, F, r, F, F  at  -0.17783608 		PREFIXED after 7 iterates
-0.17783608 C, r, r, r, F, r, R, R, R  ->  C, r, r, r, F, r, F, F, F  at  -0.17783608 		PREFIXED after 8 iterates
-0.17784864  C, r, r, r, F, r, F, F, F, F  ->  C, r, r, r, F, r, F, F, F, L  at  -0.17784864 		Period 9 orbit
-0.17785492  C, r, r, r, F, r, F, F, F, L  ->  C, r, r, r, F, r, F, F, F, r  at  -0.17785492 		PREZERO after 9 iterates
-0.17786434 C, r, r, r, F, r, F, F, F  ->  C, r, r, r, F, r, F, F, L  at  -0.17786434 		Period 8 orbit
-0.17787062  C, r, r, r, F, r, F, F, L, r  ->  C, r, r, r, F, r, F, F, L, L  at  -0.17787062 		PREZERO after 9 iterates
-0.17787376  C, r, r, r, F, r, F, F, L, L  ->  C, r, r, r, F, r, F, F, L, R  at  -0.17787376 
-0.1778769  C, r, r, r, F, r, F, F, L  ->  C, r, r, r, F, r, F, F, r  at  -0.1778769 		PREZERO after 8 iterates
-0.17788004  C, r, r, r, F, r, F, F, r, R  ->  C, r, r, r, F, r, F, F, r, F  at  -0.17788004 		PREFIXED after 9 iterates
-0.17788632  C, r, r, r, F, r, F, F, r, F  ->  C, r, r, r, F, r, F, F, r, L  at  -0.17788632 		Period 9 orbit
-0.17788946  C, r, r, r, F, r, F, F, r, L  ->  C, r, r, r, F, r, F, F, r, r  at  -0.17788946 		PREZERO after 9 iterates
-0.1779083  C, r, r, r, F, r, F, F  ->  C, r, r, r, F, r, F, L  at  -0.1779083 		Period 7 orbit
-0.17792086  C, r, r, r, F, r, F, L, r, r  ->  C, r, r, r, F, r, F, L, r, L  at  -0.17792086 		PREZERO after 9 iterates
-0.177924 	 C, r, r, r, F, r, F, L, r, L  ->  C, r, r, r, F, r, F, L, r, F  at  -0.177924 		Period 9 orbit
-0.17792714  C, r, r, r, F, r, F, L, r, F  ->  C, r, r, r, F, r, F, L, L, R  at  -0.17792714 		PREFIXED after 9 iterates
-0.17792714 C, r, r, r, F, r, F, L, r  ->  C, r, r, r, F, r, F, L, L  at  -0.17792714 		PREZERO after 8 iterates
-0.17793028  C, r, r, r, F, r, F, L, L, R  ->  C, r, r, r, F, r, F, L, L, r  at  -0.17793028 
-0.17793342 C, r, r, r, F, r, F, L, L  ->  C, r, r, r, F, r, F, L, F  at  -0.17793342 		Period 8 orbit
-0.17793656  C, r, r, r, F, r, F, L, F, r  ->  C, r, r, r, F, r, F, L, F, L  at  -0.17793656 		PREZERO after 9 iterates
-0.1779397 	 C, r, r, r, F, r, F, L, F, L  ->  C, r, r, r, F, r, F, L, F, F  at  -0.1779397 		Period 9 orbit
-0.17794284  C, r, r, r, F, r, F, L, F, F  ->  C, r, r, r, F, r, F, L, R, R  at  -0.17794284 		PREFIXED after 9 iterates
-0.17794284 C, r, r, r, F, r, F, L, F  ->  C, r, r, r, F, r, F, L, R  at  -0.17794284 		PREFIXED after 8 iterates
-0.17795226 C, r, r, r, F, r, F, L  ->  C, r, r, r, F, r, F, r  at  -0.17795226 		PREZERO after 7 iterates
-0.17796482  C, r, r, r, F, r, F, r, R, R  ->  C, r, r, r, F, r, F, r, F, F  at  -0.17796482 		PREFIXED after 9 iterates
-0.17796482 C, r, r, r, F, r, F, r, R  ->  C, r, r, r, F, r, F, r, F  at  -0.17796482 		PREFIXED after 8 iterates
-0.17796796  C, r, r, r, F, r, F, r, F, F  ->  C, r, r, r, F, r, F, r, F, L  at  -0.17796796 		Period 9 orbit
-0.1779711 	 C, r, r, r, F, r, F, r, F, L  ->  C, r, r, r, F, r, F, r, F, r  at  -0.1779711 		PREZERO after 9 iterates
-0.17797738 C, r, r, r, F, r, F, r, F  ->  C, r, r, r, F, r, F, r, L  at  -0.17797738 		Period 8 orbit
-0.17798366  C, r, r, r, F, r, F, r, L, r  ->  C, r, r, r, F, r, F, r, L, L  at  -0.17798366 		PREZERO after 9 iterates
-0.1779868 	 C, r, r, r, F, r, F, r, L, L  ->  C, r, r, r, F, r, F, r, L, F  at  -0.1779868 		Period 9 orbit
-0.17798994  C, r, r, r, F, r, F, r, L, F  ->  C, r, r, r, F, r, F, r, L, R  at  -0.17798994 		PREFIXED after 9 iterates
-0.17799308 C, r, r, r, F, r, F, r, L  ->  C, r, r, r, F, r, F, r, r  at  -0.17799308 		PREZERO after 8 iterates
-0.1780025 	 C, r, r, r, F, r, F, r, r, R  ->  C, r, r, r, F, r, F, r, r, F  at  -0.1780025 		PREFIXED after 9 iterates
-0.17801192  C, r, r, r, F, r, F, r, r, F  ->  C, r, r, r, F, r, F, r, r, L  at  -0.17801192 		Period 9 orbit
-0.17802762  C, r, r, r, F, r, F, r, r, L  ->  C, r, r, r, F, r, F, r, r, r  at  -0.17802762 		PREZERO after 9 iterates
-0.17806844 C, r, r, r, F, r, F  ->  C, r, r, r, F, r, L  at  -0.17806844 		Period 6 orbit
-0.17810298  C, r, r, r, F, r, L, r, r, r  ->  C, r, r, r, F, r, L, r, r, L  at  -0.17810298 		PREZERO after 9 iterates
-0.17812182  C, r, r, r, F, r, L, r, r, L  ->  C, r, r, r, F, r, L, r, r, F  at  -0.17812182 		Period 9 orbit
-0.17813124  C, r, r, r, F, r, L, r, r, F  ->  C, r, r, r, F, r, L, r, r, R  at  -0.17813124 		PREFIXED after 9 iterates
-0.17813752 C, r, r, r, F, r, L, r, r  ->  C, r, r, r, F, r, L, r, L  at  -0.17813752 		PREZERO after 8 iterates
-0.17814066  C, r, r, r, F, r, L, r, L, R  ->  C, r, r, r, F, r, L, r, L, F  at  -0.17814066 		PREFIXED after 9 iterates
-0.1781438 	 C, r, r, r, F, r, L, r, L, F  ->  C, r, r, r, F, r, L, r, L, L  at  -0.1781438 		Period 9 orbit
-0.17814694  C, r, r, r, F, r, L, r, L, L  ->  C, r, r, r, F, r, L, r, L, r  at  -0.17814694 		PREZERO after 9 iterates
-0.17815008 C, r, r, r, F, r, L, r, L  ->  C, r, r, r, F, r, L, r, F  at  -0.17815008 		Period 8 orbit
-0.17815636  C, r, r, r, F, r, L, r, F, r  ->  C, r, r, r, F, r, L, r, F, L  at  -0.17815636 		PREZERO after 9 iterates
-0.1781595 	 C, r, r, r, F, r, L, r, F, L  ->  C, r, r, r, F, r, L, r, F, F  at  -0.1781595 		Period 9 orbit
-0.17816264  C, r, r, r, F, r, L, r, F, F  ->  C, r, r, r, F, r, L, r, R, R  at  -0.17816264 		PREFIXED after 9 iterates
-0.17816264 C, r, r, r, F, r, L, r, F  ->  C, r, r, r, F, r, L, r, R  at  -0.17816264 		PREFIXED after 8 iterates
-0.1781752  C, r, r, r, F, r, L, r  ->  C, r, r, r, F, r, L, L  at  -0.1781752 		PREZERO after 7 iterates
-0.17818148  C, r, r, r, F, r, L, L, R, R  ->  C, r, r, r, F, r, L, L, F, F  at  -0.17818148 		PREFIXED after 9 iterates
-0.17818148 C, r, r, r, F, r, L, L, R  ->  C, r, r, r, F, r, L, L, F  at  -0.17818148 		PREFIXED after 8 iterates
-0.17818462  C, r, r, r, F, r, L, L, F, F  ->  C, r, r, r, F, r, L, L, F, L  at  -0.17818462 		Period 9 orbit
-0.17818776  C, r, r, r, F, r, L, L, F, L  ->  C, r, r, r, F, r, L, L, L, r  at  -0.17818776 		PREZERO after 9 iterates
-0.17818776 C, r, r, r, F, r, L, L, F  ->  C, r, r, r, F, r, L, L, L  at  -0.17818776 		Period 8 orbit
-0.1781909  C, r, r, r, F, r, L, L, L, r  ->  C, r, r, r, F, r, L, L, L, F  at  -0.1781909 
-0.17819404  C, r, r, r, F, r, L, L, L, F  ->  C, r, r, r, F, r, L, L, r, R  at  -0.17819404 		PREFIXED after 9 iterates
-0.17819404 C, r, r, r, F, r, L, L, L  ->  C, r, r, r, F, r, L, L, r  at  -0.17819404 		PREZERO after 8 iterates
-0.17819718  C, r, r, r, F, r, L, L, r, R  ->  C, r, r, r, F, r, L, L, r, L  at  -0.17819718 
-0.17820032  C, r, r, r, F, r, L, L, r, L  ->  C, r, r, r, F, r, L, L, r, r  at  -0.17820032 		PREZERO after 9 iterates
-0.17821288 C, r, r, r, F, r, L, L  ->  C, r, r, r, F, r, L, F  at  -0.17821288 		Period 7 orbit
-0.17822544  C, r, r, r, F, r, L, F, r, r  ->  C, r, r, r, F, r, L, F, r, L  at  -0.17822544 		PREZERO after 9 iterates
-0.17822858  C, r, r, r, F, r, L, F, r, L  ->  C, r, r, r, F, r, L, F, r, F  at  -0.17822858 		Period 9 orbit
-0.17823172  C, r, r, r, F, r, L, F, r, F  ->  C, r, r, r, F, r, L, F, r, R  at  -0.17823172 		PREFIXED after 9 iterates
-0.17823486  C, r, r, r, F, r, L, F, r, R  ->  C, r, r, r, F, r, L, F, L, F  at  -0.17823486 		PREFIXED after 9 iterates
-0.17823486 C, r, r, r, F, r, L, F, r  ->  C, r, r, r, F, r, L, F, L  at  -0.17823486 		PREZERO after 8 iterates
-0.178238  C, r, r, r, F, r, L, F, L, F  ->  C, r, r, r, F, r, L, F, L, r  at  -0.178238 
-0.17824428 C, r, r, r, F, r, L, F, L  ->  C, r, r, r, F, r, L, F, F  at  -0.17824428 		Period 8 orbit
-0.17825056  C, r, r, r, F, r, L, F, F, r  ->  C, r, r, r, F, r, L, F, F, L  at  -0.17825056 		PREZERO after 9 iterates
-0.17825684  C, r, r, r, F, r, L, F, F, L  ->  C, r, r, r, F, r, L, F, F, F  at  -0.17825684 		Period 9 orbit
-0.17826312  C, r, r, r, F, r, L, F, F, F  ->  C, r, r, r, F, r, L, R, R, R  at  -0.17826312 		PREFIXED after 9 iterates
-0.17826312 C, r, r, r, F, r, L, F  ->  C, r, r, r, F, r, L, R  at  -0.17826312 		PREFIXED after 7 iterates
-0.17826312 C, r, r, r, F, r, L, F, F  ->  C, r, r, r, F, r, L, R, R  at  -0.17826312 		PREFIXED after 8 iterates
-0.17833534 C, r, r, r, F, r, L  ->  C, r, r, r, F, r, r  at  -0.17833534 		PREZERO after 6 iterates
-0.1784421 	 C, r, r, r, F, r, r, R, R, R  ->  C, r, r, r, F, r, r, F, F, F  at  -0.1784421 		PREFIXED after 9 iterates
-0.1784421  C, r, r, r, F, r, r, R  ->  C, r, r, r, F, r, r, F  at  -0.1784421 		PREFIXED after 7 iterates
-0.1784421  C, r, r, r, F, r, r, R, R  ->  C, r, r, r, F, r, r, F, F  at  -0.1784421 		PREFIXED after 8 iterates
-0.1784578 	 C, r, r, r, F, r, r, F, F, F  ->  C, r, r, r, F, r, r, F, F, L  at  -0.1784578 		Period 9 orbit
-0.17846722  C, r, r, r, F, r, r, F, F, L  ->  C, r, r, r, F, r, r, F, F, r  at  -0.17846722 		PREZERO after 9 iterates
-0.17848606 C, r, r, r, F, r, r, F, F  ->  C, r, r, r, F, r, r, F, L  at  -0.17848606 		Period 8 orbit
-0.17849862  C, r, r, r, F, r, r, F, L, r  ->  C, r, r, r, F, r, r, F, L, L  at  -0.17849862 		PREZERO after 9 iterates
-0.17850176  C, r, r, r, F, r, r, F, L, L  ->  C, r, r, r, F, r, r, F, L, F  at  -0.17850176 		Period 9 orbit
-0.17850804  C, r, r, r, F, r, r, F, L, F  ->  C, r, r, r, F, r, r, F, L, R  at  -0.17850804 		PREFIXED after 9 iterates
-0.17851432 C, r, r, r, F, r, r, F, L  ->  C, r, r, r, F, r, r, F, r  at  -0.17851432 		PREZERO after 8 iterates
-0.17852374  C, r, r, r, F, r, r, F, r, R  ->  C, r, r, r, F, r, r, F, r, F  at  -0.17852374 		PREFIXED after 9 iterates
-0.17853316  C, r, r, r, F, r, r, F, r, F  ->  C, r, r, r, F, r, r, F, r, L  at  -0.17853316 		Period 9 orbit
-0.17854572  C, r, r, r, F, r, r, F, r, L  ->  C, r, r, r, F, r, r, F, r, r  at  -0.17854572 		PREZERO after 9 iterates
-0.1785991  C, r, r, r, F, r, r, F  ->  C, r, r, r, F, r, r, L  at  -0.1785991 		Period 7 orbit
-0.17865876  C, r, r, r, F, r, r, L, r, r  ->  C, r, r, r, F, r, r, L, r, L  at  -0.17865876 		PREZERO after 9 iterates
-0.17867132  C, r, r, r, F, r, r, L, r, L  ->  C, r, r, r, F, r, r, L, r, F  at  -0.17867132 		Period 9 orbit
-0.17868388  C, r, r, r, F, r, r, L, r, F  ->  C, r, r, r, F, r, r, L, r, R  at  -0.17868388 		PREFIXED after 9 iterates
-0.1786933  C, r, r, r, F, r, r, L, r  ->  C, r, r, r, F, r, r, L, L  at  -0.1786933 		PREZERO after 8 iterates
-0.17869958  C, r, r, r, F, r, r, L, L, R  ->  C, r, r, r, F, r, r, L, L, F  at  -0.17869958 		PREFIXED after 9 iterates
-0.17870586  C, r, r, r, F, r, r, L, L, F  ->  C, r, r, r, F, r, r, L, L, L  at  -0.17870586 		Period 9 orbit
-0.17871214  C, r, r, r, F, r, r, L, L, L  ->  C, r, r, r, F, r, r, L, L, r  at  -0.17871214 		PREZERO after 9 iterates
-0.17872784 C, r, r, r, F, r, r, L, L  ->  C, r, r, r, F, r, r, L, F  at  -0.17872784 		Period 8 orbit
-0.17874982  C, r, r, r, F, r, r, L, F, r  ->  C, r, r, r, F, r, r, L, F, L  at  -0.17874982 		PREZERO after 9 iterates
-0.17876238  C, r, r, r, F, r, r, L, F, L  ->  C, r, r, r, F, r, r, L, F, F  at  -0.17876238 		Period 9 orbit
-0.17878122  C, r, r, r, F, r, r, L, F, F  ->  C, r, r, r, F, r, r, L, R, R  at  -0.17878122 		PREFIXED after 9 iterates
